"categoria","data","lancamento","valor","dt_competencia"
Utilidade Casa,2024-11-20,SHO*ATELIDASMOLDURA,43.52,2025-03-06
Alimentação,2024-12-01,UBER *EATS HELP.UBER.COM,6.29,2025-03-06
Restaurante,2024-12-01,MERCADO OBA OBA LTDA M,10.97,2025-03-06
Alimentação,2024-12-01,UBER *EATS HELP.UBER.COM,281.94,2025-03-06
Alimentação,2024-12-01,UBER * EATS PENDING,96.21,2025-03-06
Alimentação,2024-12-01,COPA RIO ACOUGUE,149.42,2025-03-06
Presentes,2024-12-01,MERCADOLIVRE*DELUCAJOIAS,37.99,2025-03-06
Alimentação,2023-12-21,MERCADO OBA OBA LTDA M,19.55,2025-03-06
Alimentação,2023-11-22,MARKET4U*COMPRA*183039,10.26,2025-03-06
Utilidade Casa,2023-12-22,KALUNGA SHOPPING,16.7,2025-03-06
Restaurante,2023-12-22,RESTAURANTE BOM TEMPER,21.41,2025-03-06
Alimentação,2023-12-22,PAG*MERCADOOBAOBA,31.99,2025-03-06
Restaurante,2023-12-22,SHOPPING CENTER ELDORA,7.9,2025-03-06
Restaurante,2023-12-22,OUTBACK ELDORADO,202.0,2025-03-06
Vestimenta,2023-11-23,CROCS BRASIL*CROC,53.74,2025-03-06
Eletrônico,2023-11-23,SHOPEE      *RTSTEC,34.16,2025-03-06
Alimentação,2023-11-23,UBER *EATS HELP.UBER.COM,226.74,2025-03-06
Alimentação,2023-12-23,COPA RIO ACOUGUE,95.94,2025-03-06
Produtos Saúde,2023-12-23,DROGARIA SAO PAULO 671,17.98,2025-03-06
Outros,2023-12-23,MERCADOLIVRE*MERCADOLIVRE,36.9,2025-03-06
Pet,2023-12-23,COBASI IMIGRANTES,115.01,2025-03-06
Restaurante,2023-12-23,IFOOD  *IFD*MARTA MAR,67.99,2025-03-06
Alimentação,2023-11-24,UBER   *UBER   *TRIP,9.67,2025-03-06
Restaurante,2023-11-24,JAFE LANCHETERIA,60.6,2025-03-06
Alimentação,2023-11-24,MERCADO OBA OBA LTDA M,10.88,2025-03-06
Restaurante,2023-11-24,MERCADOLIVRE*6PRODUTOS,193.99,2025-03-06
Alimentação,2023-11-24,MARKET4U*COMPRA*183699,6.82,2025-03-06
Alimentação,2023-11-24,PAO DE ACUCAR 1717 RIC,253.34,2025-03-06
Alimentação,2023-11-24,NESTLE BRASIL LTDA.,55.6,2025-03-06
Produtos Saúde,2023-12-24,CINCO M DROGARIA,26.98,2025-03-06
Alimentação,2023-12-24,"5M COMERCIO ATACADISTA",149.0,2025-03-06
Produtos Saúde,2023-11-25,DROGARIA SAO PAULO 002,94.79,2025-03-06
Alimentação,2023-11-25,AMAZON BR,30.0,2025-03-06
Alimentação,2023-11-25,PAG*NEWCASEPREMIUM,30.0,2025-03-06
Alimentação,2023-11-25,PAO DE ACUCAR 1717 RIC,253.06,2025-03-06
Ferramentas,2023-11-25,ALIEXPRESS,53.57,2025-03-06
Alimentação,2023-12-25,MARKET4U*COMPRA*192419,5.99,2025-03-06
Utilidade Casa,2023-08-26,CARREFOUR COM,53.62,2025-03-06
Utilidade Casa,2023-11-26,SHPP BRASIL SERVICOS D,11.9,2025-03-06
Pet,2023-12-26,AMAZON BR,111.84,2025-03-06
Pet,2023-12-26,AMAZON BR,19.99,2025-03-06
Alimentação,2023-12-26,MERCADO OBA OBA LTDA M,14.56,2025-03-06
Higiene Pessoal,2023-12-26,AMAZON BR,48.28,2025-03-06
Alimentação,2023-12-26,UBER *EATS HELP.UBER.COM,270.81,2025-03-06
Assinatura,2023-11-27,MERCADO OBA OBA LTDA M,24.9,2025-03-06
Assinatura,2023-11-27,AMAZON PRIME CANAIS,10.95,2025-03-06
Manutenção,2023-07-28,AUTOZONE,52.96,2025-03-06
Vestimenta,2023-10-28,FILA BR,13.42,2025-03-06
Vestimenta,2023-10-28,FILA BR,44.2,2025-03-06
Pet,2023-11-28,PAG*LUIZCARLOSDOS,6.0,2025-03-06
Alimentação,2023-11-28,PAG*FRANCISCOMEKARU,40.0,2025-03-06
Restaurante,2023-11-30,IFOOD  *IFD*MIMIC FOR,44.99,2025-03-06
Produtos Saúde,2024-01-01,DROGARIA SAO PAULO 671,41.66,2025-03-06
Pet,2024-01-02,DROGARIA ONL*DROGARIA ONL,150.62,2025-03-06
Manutenção,2024-01-01,MERCADOLIVRE*3PRODUTOS,134.49,2025-03-06
Outros,2024-01-03,PB*SAMSUNG,2.5,2025-03-06
Produtos Saúde,2024-01-01,MERCADOLIVRE*MARQUESPECAS,38.24,2025-03-06
Produtos Saúde,2024-11-04,DROGASIL 1084,42.32,2025-03-06
Restaurante,2024-01-05,IFD*MIMIC FORNECIMENTO DE,75.0,2025-03-06
Estacionamento,2024-01-06,KE PARK ESTACIONAMENTO,25.0,2025-03-06
Combustível,2024-01-06,REDE CAMPEAO,109.82,2025-03-06
Restaurante,2024-01-06,MOCOTO RESTAURANT,50.0,2025-03-06
Alimentação,2024-01-07,AMAZON BR,47.9,2025-03-06
Alimentação,2024-01-07,PAG*MARKET4U,7.59,2025-03-06
Livros,2024-01-07,AMAZON BR,62.86,2025-03-06
Alimentação,2024-01-07,NESTLE BRASIL LTDA.,64.2,2025-03-06
Vestimenta,2024-01-01,FILA ITUPEVA,56.63,2025-03-06
Internet,2024-01-08,CONTA VIVO,299.56,2025-03-06
Alimentação,2024-01-09,PAG*MARKET4U,6.46,2025-03-06
pet,2024-01-09,COBASI IMIGR*COBASI,88.75,2025-03-06
Planos,2024-01-11,ALIEXPRESS,105.8,2025-03-06
Utilidade Casa,2024-11-11,EXTRACOM,235.39,2025-03-06
Alimentação,2024-01-12,UBER *EATS HELP.UBER.COM,10.64,2025-03-06
Outros,2024-01-12,SHO*JOSALEXANDREFEN,18.41,2025-03-06
Alimentação,2024-01-12,UBER * EATS PENDING,178.95,2025-03-06
Pet,2024-01-12,COBASI IMIGR*COBA,116.59,2025-03-06
Pet,2024-01-13,CINCO M DROGARIA,25.98,2025-03-06
Utilidade Casa,2024-01-13,DAISO BRASIL,55.96,2025-03-06
Restaurante,2024-01-13,STARBUCKS 082 SHO,19.0,2025-03-06
Outros,2024-01-14,SHOPEE *SUPERCHETO,28.99,2025-03-06
Alimentação,2024-01-14,PAG*MARKET4U,7.02,2025-03-06
Assinatura,2024-01-14,DL*GOOGLE GOOGLE,11.99,2025-03-06
Outros,2024-01-14,SHPP BRASIL SERVICOS D,24.67,2025-03-06
Alimentação,2024-01-15,MERCADO OBA OBA LTDA M,19.7,2025-03-06
Alimentação,2024-01-16,PAG*MERCADOOBAOBA,12.53,2025-03-06
Livros,2024-01-16,PACKT PUBLISHING LTD,2.24,2025-03-06
Livros,2024-01-16,PACKT PUBLISHING LTD,51.2,2025-03-06
Pet,2024-01-16,PAG*LUIZCARLOSDOS,12.0,2025-03-06
Alimentação,2024-01-16,PAG*EDVALDODEJESUS,5.0,2025-03-06
Ferramentas,2024-01-01,MP*VSRMOTOS,31.5,2025-03-06
Livros,2024-01-17,MANNING 203-626-1510,6.31,2025-03-06
Alimentação,2024-01-17,MERCADO OBA OBA LTDA M,15.56,2025-03-06
Livros,2024-01-17,MANNING 203-626-1510,144.1,2025-03-06
Utilidade Casa,2024-01-18,MERCADOLIVRE*MERCADOLIVRE,33.29,2025-03-06
Assinatura,2024-01-19,DL*GOOGLE YOUTUB,24.9,2025-03-06
Restaurante,2024-01-19,IFD*ARCOS DOURADOS COMERC,55.89,2025-03-06
Restaurante,2024-01-19,PAG*MARKET4U,14.93,2025-03-06
Presentes,2024-11-19,MONTECARLO,52.5,2025-03-06
Restaurante,2024-01-20,ABBRACCIO VILA OLIMPIA,179.26,2025-03-06
Utilidade Casa,2024-11-20,SHO*ATELIDASMOLDURA,43.52,2025-03-06
Planos,2024-11-20,MONTECARLO,73.0,2025-03-06
Alimentação,2024-01-21,MERCADO OBA OBA LTDA M,38.4,2025-03-06
Alimentação,2024-01-21,PAG*MERCADOOBAOBA,8.99,2025-03-06
Alimentação,2024-01-23,PAG*MARKET4U,8.99,2025-03-06
Alimentação,2024-01-23,PAG*ANDERSONAKIRAARAR,10.0,2025-03-06
Pet,2024-01-23,PAG*LUIZCARLOSDOS,6.0,2025-03-06
Alimentação,2024-01-23,M  F  COMERCIO DE BANAN,10.0,2025-03-06
Alimentação,2024-01-23,PAG*MARKET4U,6.98,2025-03-06
Vestimenta,2024-11-23,CROCS BRASIL*CROC,53.73,2025-03-06
Pet,2024-01-01,COBASI IMIGRANTES,114.99,2025-03-06
Alimentação,2024-01-24,UBER   *UBER   *TRIP,29.95,2025-03-06
Restaurante,2024-01-24,IFD*ARCOS DOURADOS COMERC,33.67,2025-03-06
Alimentação,2024-11-24,NESTLE BRASIL LTDA.,55.6,2025-03-06
Alimentação,2024-01-25,SUPERMERCADO VILA DAS F,41.2,2025-03-06
Alimentação,2024-01-25,PAG*MARKET4U,12.98,2025-03-06
Pet,2024-01-25,"231RAIA",52.14,2025-03-06
Ferramentas,2024-11-25,ALIEXPRESS,53.56,2025-03-06
Restaurante,2024-01-26,IFD*DEX INVEST COMERCIO E,81.9,2025-03-06
Utilidade Casa,2024-01-01,CARREFOUR COM,53.62,2025-03-06
Restaurante,2024-01-27,CARLOS BAKERY ANALIA F,17.9,2025-03-06
Assinatura,2024-01-27,AMAZON PRIME CANAIS,21.9,2025-03-06
Assinatura,2023-12-27,AMAZON PRIME CANAIS,10.95,2025-03-06
Psicóloga,2024-01-28,ZENKLUB.COM.BR,70.0,2025-03-06
Alimentação,2024-01-28,UBER *EATS HELP.UBER.COM,8.41,2025-03-06
Alimentação,2024-01-28,UBER * EATS PENDING,105.88,2025-03-06
Vestimenta,2023-10-28,FILA BR,13.42,2025-03-06
Vestimenta,2023-10-28,FILA BR,44.2,2025-03-06
Alimentação,2023-12-28,MARKET4U*COMPRA*193280,8.99,2025-03-06
Alimentação,2023-12-28,UBER *EATS HELP.UBER.COM,259.49,2025-03-06
Restaurante,2023-12-28,IFOOD  *IFD*LANCHONET,62.1,2025-03-06
Alimentação,2024-01-29,MERCADO OBA OBA LTDA M,6.07,2025-03-06
Restaurante,2024-01-29,IFD*IFOOD.COM AGENCIA DE,4.95,2025-03-06
Restaurante,2023-12-29,IFOOD  *CLUBE  *IFOOD,4.99,2025-03-06
Restaurante,2023-12-29,IFOOD  *CLUBE  *IFOOD,4.95,2025-03-06
Restaurante,2023-12-29,IFD*DP1 RESTAURANTE LTDA,91.9,2025-03-06
Outros,2023-12-29,MICROSOFT*STORE,49.99,2025-03-06
Outros,2023-12-29,MICROSOFT*STORE,-49.99,2025-03-06
Alimentação,2023-12-30,MARKET4U*COMPRA*193601,5.99,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,12.12,2025-03-06
Produtos Saúde,2024-02-01,DROGARIA SAO PAULO SA,55.88,2025-03-06
Alimentação,2024-02-01,UBER *EATS HELP.UBER.COM,6.79,2025-03-06
Restaurante,2024-02-01,IFD*ARCOS DOURADOS COMERC,49.79,2025-03-06
Alimentação,2024-02-01,UBER * EATS PENDING,253.53,2025-03-06
Outros,2024-02-01,PB*SAMSUNG,2.5,2025-03-06
Manutenção,2024-02-01,MERCADOLIVRE*3PRODUTOS,134.49,2025-03-06
Alimentação,2024-02-01,PAG*MERCADINHOOBAOBA,50.92,2025-03-06
Manutenção,2024-02-01,MERCADOLIVRE*MARQUESPECAS,38.24,2025-03-06
Alimentação,2024-02-01,PAG*MERCADOOBAOBA,22.3,2025-03-06
Outros,2024-02-01,SHPP BRASIL SERVICOS D,24.26,2025-03-06
Restaurante,2024-02-01,IFD*MIMIC FORNECIMENTO DE,46.99,2025-03-06
Alimentação,2024-02-01,IFD*KARINA ALIPIO SOARES,45.0,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,6.98,2025-03-06
Alimentação,2024-02-01,NESTLE BRASIL LTDA.,92.94,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,15.74,2025-03-06
Curso ,2024-02-01,SYMPLA 25U9C6RJ0ND,88.0,2025-03-06
Utilidade Casa,2024-02-01,SHPP BRASIL SERVICOS D,17.99,2025-03-06
Vestimenta,2024-02-01,FILA ITUPEVA,56.63,2025-03-06
Estacionamento,2024-02-01,ESTAPAR*ZAD*SAO*PAULO,12.72,2025-03-06
Restaurante,2024-02-01,HENRIQUE SCHAUMANN,56.9,2025-03-06
Produtos Saúde,2024-02-01,DRA CLAUDIA PRECIOSO,780.0,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,6.98,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,2.64,2025-03-06
Restaurante,2024-02-01,IFD*ROSELI HORTENCIA VITO,66.9,2025-03-06
Internet,2024-02-01,CONTA VIVO,289.9,2025-03-06
Outros,2024-02-01,PBKIDS SHOP MOOCA,24.99,2025-03-06
Produtos Saúde,2024-02-01,DROGARIA SAO PAULO,72.69,2025-03-06
Restaurante,2024-02-01,SHOPPING MOOCA,33.8,2025-03-06
Restaurante,2024-02-01,IFD*MIMIC FORNECIMENTO DE,47.99,2025-03-06
Planos,2024-01-11,ALIEXPRESS,105.79,2025-03-06
Outros,2024-02-01,ZP*LCULTURA CULT,35.78,2025-03-06
Restaurante,2024-02-01,STARBUCKS 063 HAD,30.5,2025-03-06
Restaurante,2024-02-01,IFD*IFOOD,2.0,2025-03-06
Restaurante,2024-02-01,IFD*MILANO COMERCIO VAREJ,53.94,2025-03-06
Utilidade Casa,2024-11-11,EXTRACOM,235.39,2025-03-06
Pet,2024-01-12,COBASI IMIGR*COBA,116.57,2025-03-06
Restaurante,2024-02-01,IFD*PIZZERIA NOVA DOM BER,59.45,2025-03-06
Outros,2024-02-01,MERCADO OBA OBA LTDA M,24.99,2025-03-06
Pet,2024-02-01,COBASI IMIGR*COBA,119.74,2025-03-06
Utilidade Casa,2024-02-01,SHOPEE *JPEMBALAGENS,25.0,2025-03-06
Outros,2024-01-14,SHPP BRASIL SERVICOS D,24.66,2025-03-06
Assinatura,,Google One,11.99,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,6.57,2025-03-06
Higiene Pessoal,2024-02-01,AMAZON BR,33.01,2025-03-06
Assinatura,2024-02-01,DL*GOOGLE GOOGLE,11.99,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,19.88,2025-03-06
Utilidade Casa,2024-02-01,SHPP BRASIL SERVICOS D,29.0,2025-03-06
Psicóloga,2024-02-01,ZENKLUB.COM.BR,70.0,2025-03-06
Celular,2024-02-01,VIVO EASY,33.0,2025-03-06
Restaurante,2024-02-01,IFD*MIMIC FORNECIMENTO DE,77.0,2025-03-06
Ferramentas,2024-02-01,MP*VSRMOTOS,31.5,2025-03-06
Alimentação,2024-02-01,IFD*ARCOS DOURADOS COMERC,37.67,2025-03-06
Utilidade Casa,2024-02-01,DAISO BRASIL,32.97,2025-03-06
Combustível,2024-02-01,CENTRO AUTOMOTIVO AB,91.6,2025-03-06
Utilidade Casa,2024-01-18,MERCADOLIVRE*MERCADOLIVRE,33.28,2025-03-06
Restaurante,2024-02-01,IFD*PIAZZA COMERCIO DE AL,76.79,2025-03-06
Restaurante,2024-02-01,IFD*TAMIRES GUERRA FERNAN,41.0,2025-03-06
Alimentação,2024-02-01,IFD*IFOOD,2.99,2025-03-06
Utilidade Casa,2024-02-01,MP*PRO4CEINTERPL,31.9,2025-03-06
Restaurante,2024-02-01,IFD*ARCOS DOURADOS COMERC,73.49,2025-03-06
Assinatura,2024-02-01,DL*GOOGLE YOUTUB,24.9,2025-03-06
Pet,2024-02-01,DROGARIA ONL*DROGARIA ONL,42.04,2025-03-06
Pet,2024-02-01,MERCADOLIVRE*KAVJUPETSHOP,31.13,2025-03-06
Presentes,2024-11-19,MONTECARLO,52.5,2025-03-06
Alimentação,2024-02-01,PAG*GLEISERLOMASDOS,16.0,2025-03-06
Pet,2024-02-01,PAG*LUIZCARLOSDOS,12.0,2025-03-06
Alimentação,2024-02-01,COM DE BANANAS TOMA,8.0,2025-03-06
Planos,2024-11-20,MONTECARLO,73.0,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,15.7,2025-03-06
Restaurante,2024-02-01,DEX INVEST COMERCIO E,157.28,2025-03-06
Alimentação,2024-02-23,IFD*KARINA ALIPIO SOARES,42.0,2025-03-06
Vestimenta,2023-11-23,CROCS BRASIL*CROC,53.73,2025-03-06
Pet,2023-12-23,COBASI IMIGRANTES,114.99,2025-03-06
Restaurante,2024-02-24,OUTBACK PLAZA SUL,154.9,2025-03-06
Lavagem,2024-02-25,LAVAGEM EXP AQUARIUS,46.0,2025-03-06
Alimentação,2024-02-25,IFD*ARCOS DOURADOS COMERC,80.8,2025-03-06
Utilidade Casa,2023-08-26,CARREFOUR COM,53.62,2025-03-06
Vestimenta,2023-10-28,FILA BR,13.42,2025-03-06
Vestimenta,2023-10-28,FILA BR,44.2,2025-03-06
Seguro,2024-01-30,AZUL SEGURO AUTO,139.82,2025-03-06
Utilidade Casa,2024-01-31,MERCADOLIVRE*CLUBEDOCONST,65.27,2025-03-06
Psicóloga,2024-01-31,ZENKLUB.COM.BR,70.0,2025-03-06
Pet,2024-01-31,AMAZON BR,118.82,2025-03-06
Pet,2024-01-31,COBASI RICAR*COBASI,80.47,2025-03-06
Pet,2024-01-31,COBASI IMIGR*COBASI,119.73,2025-03-06
Necessários,2024-01-31,MERCADOLIVRE*LEOINFO,21.9,2025-03-06
Necessários,2024-01-31,MERCADOLIVRE*LEOINFO,59.9,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,12.12,2025-03-06
Produtos Saúde,2024-02-01,DROGARIA SAO PAULO SA,55.88,2025-03-06
Alimentação,2024-02-01,UBER *EATS HELP.UBER.COM,6.79,2025-03-06
Restaurante,2024-02-01,IFD*ARCOS DOURADOS COMERC,49.79,2025-03-06
Alimentação,2024-02-01,UBER * EATS PENDING,253.53,2025-03-06
Outros,2024-02-01,PB*SAMSUNG,2.5,2025-03-06
Manutenção,2024-02-01,MERCADOLIVRE*3PRODUTOS,134.49,2025-03-06
Alimentação,2024-02-01,PAG*MERCADINHOOBAOBA,50.92,2025-03-06
Manutenção,2024-02-01,MERCADOLIVRE*MARQUESPECAS,38.24,2025-03-06
Alimentação,2024-02-01,PAG*MERCADOOBAOBA,22.3,2025-03-06
Outros,2024-02-01,SHPP BRASIL SERVICOS D,24.26,2025-03-06
Restaurante,2024-02-01,IFD*MIMIC FORNECIMENTO DE,46.99,2025-03-06
Alimentação,2024-02-01,IFD*KARINA ALIPIO SOARES,45.0,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,6.98,2025-03-06
Alimentação,2024-02-01,NESTLE BRASIL LTDA.,92.94,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,15.74,2025-03-06
Curso ,2024-02-01,SYMPLA 25U9C6RJ0ND,88.0,2025-03-06
Utilidade Casa,2024-02-01,SHPP BRASIL SERVICOS D,17.99,2025-03-06
Vestimenta,2024-02-01,FILA ITUPEVA,56.63,2025-03-06
Estacionamento,2024-02-01,ESTAPAR*ZAD*SAO*PAULO,12.72,2025-03-06
Restaurante,2024-02-01,HENRIQUE SCHAUMANN,56.9,2025-03-06
Produtos Saúde,2024-02-01,DRA CLAUDIA PRECIOSO,780.0,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,6.98,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,2.64,2025-03-06
Restaurante,2024-02-01,IFD*ROSELI HORTENCIA VITO,66.9,2025-03-06
Internet,2024-02-01,CONTA VIVO,289.9,2025-03-06
Outros,2024-02-01,PBKIDS SHOP MOOCA,24.99,2025-03-06
Produtos Saúde,2024-02-01,DROGARIA SAO PAULO,72.69,2025-03-06
Restaurante,2024-02-01,SHOPPING MOOCA,33.8,2025-03-06
Restaurante,2024-02-01,IFD*MIMIC FORNECIMENTO DE,47.99,2025-03-06
Planos,2024-01-11,ALIEXPRESS,105.79,2025-03-06
Outros,2024-02-01,ZP*LCULTURA CULT,35.78,2025-03-06
Restaurante,2024-02-01,STARBUCKS 063 HAD,30.5,2025-03-06
Restaurante,2024-02-01,IFD*IFOOD,2.0,2025-03-06
Restaurante,2024-02-01,IFD*MILANO COMERCIO VAREJ,53.94,2025-03-06
Utilidade Casa,2024-11-11,EXTRACOM,235.39,2025-03-06
Pet,2024-01-12,COBASI IMIGR*COBA,116.57,2025-03-06
Restaurante,2024-02-01,IFD*PIZZERIA NOVA DOM BER,59.45,2025-03-06
Outros,2024-02-01,MERCADO OBA OBA LTDA M,24.99,2025-03-06
Pet,2024-02-01,COBASI IMIGR*COBA,119.74,2025-03-06
Utilidade Casa,2024-02-01,SHOPEE *JPEMBALAGENS,25.0,2025-03-06
Outros,2024-01-14,SHPP BRASIL SERVICOS D,24.66,2025-03-06
Alimentação,2024-02-01,MERCADO OBA OBA LTDA M,6.57,2025-03-06
Higiene Pessoal,2024-02-01,AMAZON BR,33.01,2025-03-06
Assinatura,2024-02-01,DL*GOOGLE GOOGLE,11.99,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,19.88,2025-03-06
Utilidade Casa,2024-02-01,SHPP BRASIL SERVICOS D,29.0,2025-03-06
Psicóloga,2024-02-01,ZENKLUB.COM.BR,70.0,2025-03-06
Celular,2024-02-01,VIVO EASY,33.0,2025-03-06
Restaurante,2024-02-01,IFD*MIMIC FORNECIMENTO DE,77.0,2025-03-06
Ferramentas,2024-02-01,MP*VSRMOTOS,31.5,2025-03-06
Alimentação,2024-02-01,IFD*ARCOS DOURADOS COMERC,37.67,2025-03-06
Utilidade Casa,2024-02-01,DAISO BRASIL,32.97,2025-03-06
Combustível,2024-02-01,CENTRO AUTOMOTIVO AB,91.6,2025-03-06
Utilidade Casa,2024-01-18,MERCADOLIVRE*MERCADOLIVRE,33.28,2025-03-06
Restaurante,2024-02-01,IFD*PIAZZA COMERCIO DE AL,76.79,2025-03-06
Restaurante,2024-02-01,IFD*TAMIRES GUERRA FERNAN,41.0,2025-03-06
Alimentação,2024-02-01,IFD*IFOOD,2.99,2025-03-06
Utilidade Casa,2024-02-01,MP*PRO4CEINTERPL,31.9,2025-03-06
Restaurante,2024-02-01,IFD*ARCOS DOURADOS COMERC,73.49,2025-03-06
Assinatura,2024-02-01,DL*GOOGLE YOUTUB,24.9,2025-03-06
Pet,2024-02-01,DROGARIA ONL*DROGARIA ONL,42.04,2025-03-06
Pet,2024-02-01,MERCADOLIVRE*KAVJUPETSHOP,31.13,2025-03-06
Presentes,2024-11-19,MONTECARLO,52.5,2025-03-06
Alimentação,2024-02-01,PAG*GLEISERLOMASDOS,16.0,2025-03-06
Pet,2024-02-01,PAG*LUIZCARLOSDOS,12.0,2025-03-06
Alimentação,2024-02-01,COM DE BANANAS TOMA,8.0,2025-03-06
Planos,2024-11-20,MONTECARLO,73.0,2025-03-06
Alimentação,2024-02-01,PAG*MARKET4U,15.7,2025-03-06
Restaurante,2024-02-01,DEX INVEST COMERCIO E,157.28,2025-03-06
Alimentação,2024-02-23,IFD*KARINA ALIPIO SOARES,42.0,2025-03-06
Vestimenta,2023-11-23,CROCS BRASIL*CROC,53.73,2025-03-06
Pet,2023-12-23,COBASI IMIGRANTES,114.99,2025-03-06
Restaurante,2024-02-24,OUTBACK PLAZA SUL,154.9,2025-03-06
Lavagem,2024-02-25,LAVAGEM EXP AQUARIUS,46.0,2025-03-06
Alimentação,2024-02-25,IFD*ARCOS DOURADOS COMERC,80.8,2025-03-06
Utilidade Casa,2023-08-26,CARREFOUR COM,53.62,2025-03-06
Vestimenta,2023-10-28,FILA BR,13.42,2025-03-06
Vestimenta,2023-10-28,FILA BR,44.2,2025-03-06
Seguro,2024-01-30,AZUL SEGURO AUTO,139.82,2025-03-06
Utilidade Casa,2024-01-31,MERCADOLIVRE*CLUBEDOCONST,65.27,2025-03-06
Psicóloga,2024-01-31,ZENKLUB.COM.BR,70.0,2025-03-06
Pet,2024-01-31,AMAZON BR,118.82,2025-03-06
Pet,2024-01-31,COBASI RICAR*COBASI,80.47,2025-03-06
Pet,2024-01-31,COBASI IMIGR*COBASI,119.73,2025-03-06
Necessários,2024-01-31,MERCADOLIVRE*LEOINFO,21.9,2025-03-06
Necessários,2024-01-31,MERCADOLIVRE*LEOINFO,59.9,2025-03-06
Restaurante,2024-03-01,IFD*MIMIC FORNECIMENTO DE,84.0,2025-03-06
Alimentação,2024-03-01,PAG*MARKET4U,14.39,2025-03-06
,2024-03-01,SHO*VITRIAMULTIVEND,74.32,2025-03-06
Alimentação,2024-03-01,PAG*MARKET4U,7.96,2025-03-06
Outros,2024-03-02,AMAZON MARKETPLACE,35.2,2025-03-06
Alimentação,2024-03-02,KALUNGA SHOPPING,3.5,2025-03-06
Presentes,2024-03-02,PAG*LEITURA,68.9,2025-03-06
Curso ,2024-03-02,AMAZON WEB SERVICES,18.21,2025-03-06
Restaurante,2024-03-02,MR PRETZELS - MOOCA,16.0,2025-03-06
Curso ,2024-03-02,AMAZON WEB SERVICES,0.8,2025-03-06
Restaurante,2024-03-02,IFD*ROSELI HORTENCIA VITO,74.9,2025-03-06
Manutenção,2024-03-01,MERCADOLIVRE*3PRODUTOS,134.49,2025-03-06
Alimentação,2024-03-03,AMAZON BR,75.13,2025-03-06
Pet,2024-03-03,AMAZON BR,111.98,2025-03-06
Manutenção,2024-03-01,MERCADOLIVRE*MARQUESPECAS,38.24,2025-03-06
Outros,2024-03-01,SHPP BRASIL SERVICOS D,24.26,2025-03-06
Alimentação,2024-03-05,M  F  COMERCIO DE BANAN,15.0,2025-03-06
Pet,2024-03-05,PAG*LUIZCARLOSDOS,12.0,2025-03-06
Alimentação,2024-03-06,MP*GPARK,15.0,2025-03-06
Alimentação,2024-03-06,IFD*KARINA ALIPIO SOARES,42.0,2025-03-06
Restaurante,2024-03-06,KZEN,323.72,2025-03-06
Vestimenta,2024-03-01,FILA ITUPEVA,56.63,2025-03-06
Viagem,2024-03-09,MINUTO PAO 1436 GUARUJ,178.72,2025-03-06
Outros,2024-03-09,PB*SAMSUNG,2.5,2025-03-06
Outros,2024-03-09,PB*SAMSUNG,38.0,2025-03-06
Utilidade Casa,2024-03-11,DAISO BRASIL,4.99,2025-03-06
Restaurante,2024-03-11,SHOPPING PLAZA SUL,5.9,2025-03-06
Internet,2024-03-11,CONTA VIVO,289.9,2025-03-06
Produtos Saúde,2024-03-11,ACQX COMERCIO DE OCULO,116.07,2025-03-06
Psicóloga,2024-03-11,ZENKLUB.COM.BR,70.0,2025-03-06
Alimentação,2024-03-11,NESTLE BRASIL LTDA.,100.27,2025-03-06
Ferramentas,2024-03-11,SPOLETO,31.5,2025-03-06
Produtos Saúde,2024-03-11,MISAWA ASSOCIADOS EIRE,275.0,2025-03-06
Utilidade Casa,2024-11-11,EXTRACOM,235.39,2025-03-06
Pet,2024-01-12,COBASI IMIGR*COBA,116.57,2025-03-06
Produtos Saúde,2024-03-12,DROGARIA ONL*DROG,41.51,2025-03-06
Pet,2024-03-01,COBASI IMIGR*COBA,119.73,2025-03-06
Utilidade Casa,2024-03-01,SHOPEE *JPEMBALAGENS,25.0,2025-03-06
Produtos Saúde,2024-03-13,AMAZON BR,35.32,2025-03-06
Pet,2024-03-13,AMAZON BR,23.97,2025-03-06
Eletrônico,2024-03-13,SHPP BRASIL SERVICOS D,22.95,2025-03-06
Outros,2024-01-14,SHPP BRASIL SERVICOS D,24.66,2025-03-06
Assinatura,2024-03-14,DL*GOOGLE GOOGLE,11.99,2025-03-06
Produtos Saúde,2024-03-14,RAYBAN *RAYBAN BRAZIL,78.96,2025-03-06
Celular,2024-03-15,VIVO EASY,33.0,2025-03-06
Alimentação,2024-03-15,PAG*MARKET4U,4.69,2025-03-06
